filename,width,height,class,xmin,ymin,xmax,ymax
ocular_discharge_00000389_jpg.rf.85bbfbc75b524fa93b40aa0921c9005a.jpg,280,280,ocular_discharge,117,107,157,160
ocular_discharge_00000837_jpg.rf.85c650cca5c0dd767208f760f99bf167.jpg,300,300,ocular_discharge,175,96,197,123
conjunctival_injection_or_redness_00000930_jpg.rf.85e5bffe081c5d2cbb8c79ef0a0f5f70.jpg,280,280,conjunctival_injection_or_redness,90,150,112,168
circular_alopecia_00000341_jpg.rf.85f4d28184a17f939d37b929c8af1391.jpg,270,270,circular_alopecia,96,9,124,31
circular_alopecia_00000341_jpg.rf.85f4d28184a17f939d37b929c8af1391.jpg,270,270,circular_alopecia,190,24,217,44
circular_alopecia_00000755_jpg.rf.85f3bbbf9c915a1692e318ef18a6e55e.jpg,294,294,circular_alopecia,253,96,270,118
keratosis_00000283_jpg.rf.85fc26e065717f045ea19a8acddf6c11.jpg,300,300,keratosis,108,91,276,181
nasal_discharge_00000663_jpg.rf.86009e2765744c4a274fd5cbebb32e8d.jpg,288,288,nasal_discharge,108,180,147,210
skin_lesions_00000497_jpg.rf.8600efba335c6d548c95fd1feb7a25c2.jpg,300,300,skin_lesions,47,29,201,281
keratosis_00000737_jpg.rf.860d1d1b6a01178756559f7b9c5410a5.jpg,276,276,keratosis,96,109,136,145
skin_lesions_00000464_jpg.rf.8604980e335e9999339b27520f9e37f2.jpg,270,270,skin_lesions,4,52,221,218
skin_lesions_00000629_jpg.rf.860c40124b2a3137bb99744f4bfad5eb.jpg,294,294,skin_lesions,82,86,203,164
circular_alopecia_00000556_jpg.rf.861b2d5c98c7b2e11fea72639c2e60a9.jpg,300,300,circular_alopecia,150,174,182,215
keratosis_00000281_jpg.rf.8607cb4d714ddcd75f887d569eefaac4.jpg,300,300,keratosis,121,98,280,188
ocular_discharge_00000995_jpg.rf.861c8e9d08d140d4f6eb11209255676d.jpg,278,278,ocular_discharge,125,96,152,119
keratosis_00000399_jpg.rf.8606e6e02d9d6d4c259df3ffbd726ec1.jpg,274,274,keratosis,45,135,231,266
conjunctival_injection_or_redness_00000915_jpg.rf.8612515a494abe8dfd37b1623c9f57af.jpg,270,270,conjunctival_injection_or_redness,97,113,151,187
skin_lesions_00000551_jpg.rf.86013af2f1ec86777b0b17cda8c8795c.jpg,296,296,skin_lesions,88,127,185,200
nasal_discharge_00000258_jpg.rf.860118b3c8f01eb7309365cc3274ff1a.jpg,300,300,nasal_discharge,62,146,129,191
skin_lesions_00000220_jpg.rf.86270b30b2217c49e7c593bf4889d370.jpg,300,300,skin_lesions,72,117,132,195
circular_alopecia_00000598_jpg.rf.860283bcf8c7e51a651a0816f8c61a9d.jpg,300,300,circular_alopecia,92,161,126,199
nasal_discharge_00000263_jpg.rf.86583c01d48fd1c48ccd7bba005daa36.jpg,300,300,nasal_discharge,43,149,122,205
ocular_discharge_00000137_jpg.rf.862f4d00429669457f7c0956473be691.jpg,292,292,ocular_discharge,179,59,194,72
keratosis_00000741_jpg.rf.8661132220b7d0db689809a080616d15.jpg,300,300,keratosis,128,178,155,212
conjunctival_injection_or_redness_00000229_jpg.rf.867a51ea4ea6f14c3b86b7c49aa570f4.jpg,300,300,conjunctival_injection_or_redness,183,81,245,197
keratosis_00000470_jpg.rf.861bbd8e416ac1ebf25582c204f0baef.jpg,286,286,keratosis,85,4,228,198
circular_alopecia_00000370_jpg.rf.86635a33cf51b8dd9d0d75e14f4e1ff5.jpg,300,300,circular_alopecia,256,78,283,149
skin_lesions_00000724_jpg.rf.8621993a5e08a232036bbc089b12e5ed.jpg,278,278,skin_lesions,106,86,153,163
nasal_discharge_00000893_jpg.rf.867c1fa961ffbb42dc269f41d787c5b5.jpg,272,272,nasal_discharge,96,121,205,157
skin_lesions_00000656_jpg.rf.866f0b5c46787a81c2629834642dc10d.jpg,292,292,skin_lesions,15,208,120,289
keratosis_00000138_jpg.rf.8671c0a05f657abf4ca1d1449215c567.jpg,300,300,keratosis,47,171,145,221
keratosis_00000153_jpg.rf.86975399cd85b9b82f8f4dddba8dc9fb.jpg,300,300,keratosis,166,182,212,253
ocular_discharge_00000946_jpg.rf.86d6e44ee30ebbda5acfd6a4548a1c6e.jpg,296,296,ocular_discharge,92,109,131,147
circular_alopecia_00000417_jpg.rf.86b53ded83654e1258bb8c14a828682b.jpg,282,282,circular_alopecia,204,90,247,124
conjunctival_injection_or_redness_00000560_jpg.rf.8697dd0dc6cfc368dc861408da458481.jpg,278,278,conjunctival_injection_or_redness,113,145,162,208
circular_alopecia_00000704_jpg.rf.86614c3dbe3820a659fb6240c696c981.jpg,278,278,circular_alopecia,14,78,133,234
circular_alopecia_00000704_jpg.rf.86614c3dbe3820a659fb6240c696c981.jpg,278,278,circular_alopecia,90,57,165,180
circular_alopecia_00000704_jpg.rf.86614c3dbe3820a659fb6240c696c981.jpg,278,278,circular_alopecia,143,1,232,145
circular_alopecia_00000704_jpg.rf.86614c3dbe3820a659fb6240c696c981.jpg,278,278,circular_alopecia,161,162,240,266
circular_alopecia_00000704_jpg.rf.86614c3dbe3820a659fb6240c696c981.jpg,278,278,circular_alopecia,198,1,278,222
circular_alopecia_00000704_jpg.rf.86614c3dbe3820a659fb6240c696c981.jpg,278,278,circular_alopecia,83,150,163,261
conjunctival_injection_or_redness_00000611_jpg.rf.868bf4e723f8e5ca34a3e01036f91ddc.jpg,274,274,conjunctival_injection_or_redness,114,85,172,135
ocular_discharge_00000887_jpg.rf.86a89462eec4b076555db85a2e4f3d8a.jpg,300,300,ocular_discharge,182,34,203,81
ocular_discharge_00000092_jpg.rf.86877630836fb0ddb051c209485c3d8c.jpg,288,288,ocular_discharge,116,78,144,105
skin_lesions_00000007_jpg.rf.86dd9949160bc5e6b8394ed1e15caac5.jpg,300,300,skin_lesions,119,125,192,162
skin_lesions_00000376_jpg.rf.86ce7aceb7b052714b047041b1df6cc6.jpg,290,290,skin_lesions,72,108,157,228
nasal_discharge_00000961_jpg.rf.86dc2483d0e40ff7460a9b3cf9b4b7fc.jpg,284,284,nasal_discharge,23,22,113,108
conjunctival_injection_or_redness_00000337_jpg.rf.86ea6e19c69d0c01ea8ba1f7f0048239.jpg,278,278,conjunctival_injection_or_redness,75,85,244,201
conjunctival_injection_or_redness_00000727_jpg.rf.86a330ed64e5733ccfcb2db0af16f99f.jpg,300,300,conjunctival_injection_or_redness,162,48,205,106
ocular_discharge_00000243_jpg.rf.8695e4e4e75a1acb88691d8912e9f7ea.jpg,300,300,ocular_discharge,203,91,229,109
skin_lesions_00000893_jpg.rf.86cf44f7280df014f2001a4ed92f6961.jpg,276,276,skin_lesions,0,0,116,117
ocular_discharge_00000292_jpg.rf.86ff8032e926a23a9e7cc11bba87cf6d.jpg,276,276,ocular_discharge,147,97,170,120
ocular_discharge_00000292_jpg.rf.86ff8032e926a23a9e7cc11bba87cf6d.jpg,276,276,ocular_discharge,98,145,127,176
ocular_discharge_00000508_jpg.rf.86f6a2c6dae811b7bd5be0ed2d93d586.jpg,292,292,ocular_discharge,114,8,161,52
ocular_discharge_00000225_jpg.rf.86f3be368953390f7dde2003d8c62d4e.jpg,270,270,ocular_discharge,78,59,100,81
keratosis_00000800_jpg.rf.86f4b0291a91f6fdf535a8f4c427d83d.jpg,282,282,keratosis,113,113,167,163
keratosis_00000682_jpg.rf.86f776f17dc4e244c54e0c887bd3c04e.jpg,284,284,keratosis,93,124,128,152
skin_lesions_00000625_jpg.rf.8679683cb2a50f991fe98a2dc15bd460.jpg,270,270,skin_lesions,106,77,181,190
keratosis_00000177_jpg.rf.871240f8d676d12abc919e39104c0ced.jpg,292,292,keratosis,35,132,181,258
circular_alopecia_00000009_jpg.rf.86d525d5d4001d335a339782f073a062.jpg,292,292,circular_alopecia,191,151,235,187
ocular_discharge_00000069_jpg.rf.873b801e7d89129b34c006a164b9b1cd.jpg,300,300,ocular_discharge,86,122,110,145
ocular_discharge_00000284_jpg.rf.870f96a323a5de330374287246dca72d.jpg,300,300,ocular_discharge,108,91,134,109
nasal_discharge_00000569_jpg.rf.874f5e9ba9b09e913201c302cdf74466.jpg,278,278,nasal_discharge,114,135,153,202
nasal_discharge_00000307_jpg.rf.8731ea878e62a9b13b617b48d0fb531f.jpg,270,270,nasal_discharge,177,104,216,160
circular_alopecia_00000459_jpg.rf.873d20ebbf2dd5bd3c5ad264a7407eb1.jpg,292,292,circular_alopecia,150,173,174,206
nasal_discharge_00000172_jpg.rf.87264d84fe541afbd77165e2e51bb831.jpg,270,270,nasal_discharge,67,43,112,85
circular_alopecia_00000721_jpg.rf.874312eedba84a7f36b23342f919076e.jpg,300,300,circular_alopecia,117,0,182,85
circular_alopecia_00000721_jpg.rf.874312eedba84a7f36b23342f919076e.jpg,300,300,circular_alopecia,198,0,263,72
circular_alopecia_00000721_jpg.rf.874312eedba84a7f36b23342f919076e.jpg,300,300,circular_alopecia,227,107,282,264
circular_alopecia_00000721_jpg.rf.874312eedba84a7f36b23342f919076e.jpg,300,300,circular_alopecia,61,33,116,89
circular_alopecia_00000721_jpg.rf.874312eedba84a7f36b23342f919076e.jpg,300,300,circular_alopecia,154,79,212,216
conjunctival_injection_or_redness_00000608_jpg.rf.87006861c300c821d70ee859eb112326.jpg,300,300,conjunctival_injection_or_redness,117,113,158,165
nasal_discharge_00000407_jpg.rf.879c38014808a4d758170c5541423998.jpg,300,300,nasal_discharge,130,128,149,162
conjunctival_injection_or_redness_00000327_jpg.rf.87888d17dca8d9da6c983f2067d14ebc.jpg,292,292,conjunctival_injection_or_redness,94,119,184,289
keratosis_00000053_jpg.rf.871231d78d23a177ced5320b2ebd0c1b.jpg,280,280,keratosis,9,30,139,186
skin_lesions_00000978_jpg.rf.8765c09e68c567a05802a8fef856eb99.jpg,300,300,skin_lesions,56,68,270,188
circular_alopecia_00000164_jpg.rf.87504668b9e011dc0b663d987e8e3295.jpg,300,300,circular_alopecia,127,0,188,89
circular_alopecia_00000164_jpg.rf.87504668b9e011dc0b663d987e8e3295.jpg,300,300,circular_alopecia,203,0,273,80
circular_alopecia_00000164_jpg.rf.87504668b9e011dc0b663d987e8e3295.jpg,300,300,circular_alopecia,155,77,216,210
circular_alopecia_00000164_jpg.rf.87504668b9e011dc0b663d987e8e3295.jpg,300,300,circular_alopecia,227,106,295,278
conjunctival_injection_or_redness_00000553_jpg.rf.874b254870ea59da2dcca93f1c2ea929.jpg,300,300,conjunctival_injection_or_redness,140,98,188,152
skin_lesions_00000525_jpg.rf.875eea7644a45dd25038d6d7d2d7ba00.jpg,300,300,skin_lesions,110,97,172,185
keratosis_00000359_jpg.rf.87a176c5c974f47f70e33d8311a3a88a.jpg,276,276,keratosis,15,36,173,257
skin_lesions_00000685_jpg.rf.875fbfb1ab0b93f215743356e5975b31.jpg,278,278,skin_lesions,111,124,159,167
circular_alopecia_00000070_jpg.rf.87a67fd635bcc0a42f058e38ea10a7d7.jpg,270,270,circular_alopecia,182,129,232,165
skin_lesions_00000442_jpg.rf.876fcbe38b01af8df3f5895e3276fe64.jpg,278,278,skin_lesions,4,73,272,261
skin_lesions_00000990_jpg.rf.876f16846989041f77b72fbfecbed1f9.jpg,286,286,skin_lesions,51,0,245,200
ocular_discharge_00000239_jpg.rf.87a23c71a7d66ec3969c5ec2caf31eac.jpg,300,300,ocular_discharge,200,89,226,107
keratosis_00000590_jpg.rf.878dee1170fbce855caa04921a6d515b.jpg,300,300,keratosis,0,193,130,244
nasal_discharge_00000371_jpg.rf.877d4eda53bb3da7f94af28bb5aafd47.jpg,296,296,nasal_discharge,224,281,264,296
ocular_discharge_00000943_jpg.rf.8741d272089dc4d8644625cd754c26ab.jpg,282,282,ocular_discharge,108,133,153,177
circular_alopecia_00000834_jpg.rf.87aeb9fb796722af67aa7783b2b6ad0a.jpg,300,300,circular_alopecia,165,178,185,196
ocular_discharge_00000202_jpg.rf.879633e031b1373cd1613f2a21aea0ec.jpg,300,300,ocular_discharge,169,75,188,95
conjunctival_injection_or_redness_00000499_jpg.rf.87a9ca2d86b016e51bd8a7d49a561ed7.jpg,272,272,conjunctival_injection_or_redness,146,119,210,178
skin_lesions_00000361_jpg.rf.875beaaf6edb9ff0877f5c620489ceb9.jpg,286,286,skin_lesions,78,87,164,220
conjunctival_injection_or_redness_00000766_jpg.rf.87a65188d827b249289df41ffaeaac14.jpg,286,286,conjunctival_injection_or_redness,74,197,116,229
circular_alopecia_00000205_jpg.rf.87c255da3540d438cf29bee90a6efcba.jpg,274,274,circular_alopecia,113,169,173,261
skin_lesions_00000196_jpg.rf.87b7a940741eb1470c18f6eaf9547755.jpg,274,274,skin_lesions,0,73,271,268
conjunctival_injection_or_redness_00000263_jpg.rf.87c00fe4770a0af92491edfd9f410043.jpg,268,268,conjunctival_injection_or_redness,48,179,156,244
nasal_discharge_00000106_jpg.rf.87d0d000b99b9f357d7efbf98f2f64af.jpg,300,300,nasal_discharge,178,63,207,181
conjunctival_injection_or_redness_00000713_jpg.rf.87cafe215b9448f378971b92c4ff264e.jpg,300,300,conjunctival_injection_or_redness,149,66,191,121
circular_alopecia_00000494_jpg.rf.87c974168d692fe063bb8562d23bed91.jpg,272,272,circular_alopecia,133,95,166,133
circular_alopecia_00000502_jpg.rf.87ce90c6298203454b303c7c30e264e9.jpg,300,300,circular_alopecia,128,113,156,151
skin_lesions_00000903_jpg.rf.87df042403a6d8ae49fc28dab88e8953.jpg,268,268,skin_lesions,103,17,268,164
skin_lesions_00000115_jpg.rf.87d558b5f10cfdc0de70b717f3d2dbe6.jpg,282,282,skin_lesions,146,135,200,210
circular_alopecia_00000319_jpg.rf.87df72fa59e100f000ff1d50fe63d0c4.jpg,294,294,circular_alopecia,118,51,242,118
circular_alopecia_00000315_jpg.rf.87edd406a3815c4773ff9c1472e54578.jpg,300,300,circular_alopecia,74,85,132,216
nasal_discharge_00000720_jpg.rf.880ba147056b70d7e91510f94294ea83.jpg,294,294,nasal_discharge,45,99,80,141
skin_lesions_00000810_jpg.rf.87f148f31ccf6938c336e9ca2600721a.jpg,300,300,skin_lesions,61,118,296,245
nasal_discharge_00000213_jpg.rf.87f7f925abf4b3dd53dfab9a3f475f74.jpg,296,296,nasal_discharge,123,198,167,255
ocular_discharge_00000475_jpg.rf.88002256c065ef8715033c97d5fded5d.jpg,272,272,ocular_discharge,63,201,104,232
nasal_discharge_00000962_jpg.rf.88026168509d91e9d44278e1c755c54b.jpg,280,280,nasal_discharge,121,141,173,226
skin_lesions_00000200_jpg.rf.8814a4d5540c47de47769f5c3f24cafd.jpg,274,274,skin_lesions,86,5,262,245
ocular_discharge_00000278_jpg.rf.87f25d8680350aba142f6f1e947d039f.jpg,298,298,ocular_discharge,185,106,203,133
nasal_discharge_00000146_jpg.rf.881c1f68184b98632a779e3d64ee7c95.jpg,284,284,nasal_discharge,171,77,215,133
circular_alopecia_00000025_jpg.rf.882b63a235f165e1cb8c4ad05f57bb8a.jpg,278,278,circular_alopecia,8,117,41,151
keratosis_00000387_jpg.rf.8811b94d8a7f4d91be9406aeed6ed1f1.jpg,286,286,keratosis,86,96,220,286
circular_alopecia_00000316_jpg.rf.8817c0bf594d63078f147fe472083543.jpg,280,280,circular_alopecia,62,67,136,208
circular_alopecia_00000237_jpg.rf.87f039ba30a1016f568ca78bf7cd52d2.jpg,270,270,circular_alopecia,74,70,108,118
skin_lesions_00000998_jpg.rf.87f176419170bf8f4df988a1da2ee823.jpg,276,276,skin_lesions,55,16,215,251
keratosis_00000055_jpg.rf.8823a44a1a26411a85adb843f9452e62.jpg,300,300,keratosis,148,38,241,178
ocular_discharge_00000097_jpg.rf.8802f8ca978ff8ec0e0c9701646cd6be.jpg,300,300,ocular_discharge,192,279,215,296
circular_alopecia_00000804_jpg.rf.87f6d93f14eecdbc9435027f0b88a21f.jpg,282,282,circular_alopecia,97,213,121,233
nasal_discharge_00000705_jpg.rf.87e3cdec1e880c6d8f46e0bb45f0e224.jpg,300,300,nasal_discharge,84,112,116,151
skin_lesions_00000600_jpg.rf.87beae5f7e3e78eb8b52c762cb8dc63a.jpg,282,282,skin_lesions,127,76,194,187
ocular_discharge_00000334_jpg.rf.8823da907fca8dd9787be548e2d74b7e.jpg,300,300,ocular_discharge,151,140,206,166
nasal_discharge_00000108_jpg.rf.88391dc2d7e31e269bcf811fe2fc5c4d.jpg,298,298,nasal_discharge,61,90,137,173
circular_alopecia_00000054_jpg.rf.88324dda55dd5ec9113e5f1059321a3a.jpg,300,300,circular_alopecia,178,163,195,192
conjunctival_injection_or_redness_00000214_jpg.rf.8830880c7756e56ce841a25b4bb0f786.jpg,286,286,conjunctival_injection_or_redness,136,125,240,271
ocular_discharge_00000717_jpg.rf.88625651acdcf1b41e98580b6f1fc51a.jpg,270,270,ocular_discharge,106,150,125,167
keratosis_00000380_jpg.rf.88694dcc7f171adf3fa25e050dd45910.jpg,268,268,keratosis,11,0,157,178
skin_lesions_00000131_jpg.rf.8855f50cbc4bca878873521fd4fb426b.jpg,270,270,skin_lesions,99,123,185,177
ocular_discharge_00000510_jpg.rf.882d736798c8d4a9674651875dbaf8c0.jpg,284,284,ocular_discharge,44,63,97,102
nasal_discharge_00000421_jpg.rf.887d9a2daae3b436bccad467c04ae51a.jpg,292,292,nasal_discharge,88,107,125,132
ocular_discharge_00000947_jpg.rf.8880bb1d0b1339e1cb99e94068623436.jpg,300,300,ocular_discharge,48,134,120,227
nasal_discharge_00000020_jpg.rf.887c9353435e89f640a2e6cda9cb4d4d.jpg,274,274,nasal_discharge,64,38,138,101
nasal_discharge_00000075_jpg.rf.888b9f41d7b12d5ab89d050a6b8b1523.jpg,280,280,nasal_discharge,114,99,216,168
skin_lesions_00000486_jpg.rf.8898698e97102f222afc659cdbb75e1f.jpg,300,300,skin_lesions,109,83,194,210
nasal_discharge_00000121_jpg.rf.88627a94a1a2e506bb96f41768f99e17.jpg,282,282,nasal_discharge,110,81,209,159
skin_lesions_00000197_jpg.rf.88388bf6d3451310c87f0f91e6dd8eeb.jpg,300,300,skin_lesions,117,11,246,298
ocular_discharge_00000375_jpg.rf.87cfe69d41796f389ecbaec0a61b55d6.jpg,282,282,ocular_discharge,109,193,151,265
keratosis_00000898_jpg.rf.8898acf357f815adc8baafddaf8398b4.jpg,280,280,keratosis,141,105,177,179
nasal_discharge_00000351_jpg.rf.87d4247779282e717c396f28e9b658f9.jpg,278,278,nasal_discharge,113,20,139,47
circular_alopecia_00000086_jpg.rf.889b850e04d0303989543a7254f4c02c.jpg,286,286,circular_alopecia,21,98,65,134
circular_alopecia_00000294_jpg.rf.886ba631bb18f65344cc21393b56fd5e.jpg,298,298,circular_alopecia,125,157,196,200
nasal_discharge_00000591_jpg.rf.889436c26a967a58aaeec8112ff9b752.jpg,282,282,nasal_discharge,55,72,92,111
circular_alopecia_00000832_jpg.rf.885d2654f952e6cccadfea31ce693332.jpg,282,282,circular_alopecia,145,110,170,132
conjunctival_injection_or_redness_00000085_jpg.rf.88a89f93a2e5caa59a966a2d48e7a3b2.jpg,300,300,conjunctival_injection_or_redness,153,87,195,169
circular_alopecia_00000192_jpg.rf.888763294e425f8231d180a0414883e2.jpg,294,294,circular_alopecia,106,3,161,80
circular_alopecia_00000806_jpg.rf.884b308a43c025b3b1cdc79e62bbad2c.jpg,270,270,circular_alopecia,199,124,218,147
keratosis_00000549_jpg.rf.8870b1740f9e8dd59ec79dc084d1c755.jpg,296,296,keratosis,119,0,296,289
nasal_discharge_00000534_jpg.rf.88a1cd4f5f7bc2bdd5e0f7b2a3c359e5.jpg,282,282,nasal_discharge,79,193,140,236
conjunctival_injection_or_redness_00000012_jpg.rf.88a8125b0e2caaaf8ad747ccc7135f88.jpg,300,300,conjunctival_injection_or_redness,68,85,256,172
conjunctival_injection_or_redness_00000932_jpg.rf.88c6089ee3950f2c2d0f8145188bd60c.jpg,288,288,conjunctival_injection_or_redness,130,188,148,209
circular_alopecia_00000810_jpg.rf.88b792f25abbf68877a4900cefac8f54.jpg,300,300,circular_alopecia,163,221,184,238
keratosis_00000752_jpg.rf.8872b8c1f9b3d1489d6de6289fe3c5f2.jpg,292,292,keratosis,125,116,169,158
circular_alopecia_00000980_jpg.rf.88d2ae1eae77a0a93a7aa2000820e84a.jpg,280,280,circular_alopecia,68,43,103,88
circular_alopecia_00000980_jpg.rf.88d2ae1eae77a0a93a7aa2000820e84a.jpg,280,280,circular_alopecia,90,51,118,91
keratosis_00000921_jpg.rf.88e6100245a04ab4e5f8aa4893141c96.jpg,296,296,keratosis,108,82,193,188
circular_alopecia_00000589_jpg.rf.88caa477cdbb1a795a7fb79aaca494dc.jpg,280,280,circular_alopecia,157,199,211,259
ocular_discharge_00000686_jpg.rf.88ed7e8fa00a851341315c2fdc5115da.jpg,300,300,ocular_discharge,204,138,221,153
ocular_discharge_00000359_jpg.rf.88e7f8d86014c63bf09e910a086eb3b3.jpg,300,300,ocular_discharge,141,147,190,178
keratosis_00000106_jpg.rf.88e64d55dcf53fce54557a9ddf4f5bfc.jpg,282,282,keratosis,64,69,188,169
circular_alopecia_00000090_jpg.rf.89158a772f2b58e895ab06787a2d5204.jpg,300,300,circular_alopecia,99,219,130,265
nasal_discharge_00000085_jpg.rf.88d3ec5298aa76d0cb4146956c975fc4.jpg,268,268,nasal_discharge,67,122,202,264
circular_alopecia_00000018_jpg.rf.88edb97be6adef1c6901375f1128819f.jpg,274,274,circular_alopecia,176,124,220,185
conjunctival_injection_or_redness_00000892_jpg.rf.8931b8d3540adbe035a867cb90efc127.jpg,282,282,conjunctival_injection_or_redness,109,110,167,186
circular_alopecia_00000365_jpg.rf.88f1f48640a3a1c200b3b84a5c3cd8f6.jpg,300,300,circular_alopecia,195,67,244,145
skin_lesions_00000660_jpg.rf.8929dd7f7cd934e6eafbe5c6640139cc.jpg,300,300,skin_lesions,177,56,248,150
nasal_discharge_00000519_jpg.rf.8935579290ae287a3b1b839c7ac853d0.jpg,274,274,nasal_discharge,141,75,199,116
nasal_discharge_00000211_jpg.rf.88cb4efa9cd8bedc913d05a118afc5b6.jpg,270,270,nasal_discharge,151,48,202,109
keratosis_00000550_jpg.rf.88ec15b12ae9ed9685be8cf637f82a2d.jpg,300,300,keratosis,40,35,266,122
ocular_discharge_00000436_jpg.rf.8901d2ac34dd91c6009d6a7df032dd9d.jpg,278,278,ocular_discharge,19,63,64,101
skin_lesions_00000564_jpg.rf.88d46adadf15f0dc850cb9a16d594d8d.jpg,270,270,skin_lesions,114,22,195,134
conjunctival_injection_or_redness_00000424_jpg.rf.890527c4c9da2ac1abc369e7fac23baf.jpg,298,298,conjunctival_injection_or_redness,115,124,138,146
nasal_discharge_00000674_jpg.rf.893e159a3b2a0a86468ac36b7d90f84f.jpg,268,268,nasal_discharge,129,164,167,192
skin_lesions_00000983_jpg.rf.8938b27dc436a4a6bd91b3b9c56a8392.jpg,288,288,skin_lesions,64,39,239,286
skin_lesions_00000396_jpg.rf.89413c598d890890628bdecdbf5ac59e.jpg,286,286,skin_lesions,90,8,167,104
circular_alopecia_00000754_jpg.rf.88bc4c679c729fbe173147dcdf298a64.jpg,292,292,circular_alopecia,9,164,28,187
nasal_discharge_00000605_jpg.rf.8961c03dac14cebb505caa8692cd4bc6.jpg,300,300,nasal_discharge,62,120,90,154
circular_alopecia_00000391_jpg.rf.895ad64723dcdb3aec432b8b910d00c2.jpg,284,284,circular_alopecia,2,122,37,177
conjunctival_injection_or_redness_00000352_jpg.rf.89449698ac16550823504884234bf2c1.jpg,274,274,conjunctival_injection_or_redness,116,135,188,255
conjunctival_injection_or_redness_00000204_jpg.rf.8973f13bc4282a69ed30120168210ffe.jpg,292,292,conjunctival_injection_or_redness,115,135,157,191
keratosis_00000849_jpg.rf.8968a5bc8fe2973938119c3f941e1da6.jpg,286,286,keratosis,128,115,172,160
ocular_discharge_00000710_jpg.rf.896de48caa2ba818ba884f5148fe25a6.jpg,294,294,ocular_discharge,158,100,177,121
circular_alopecia_00000007_jpg.rf.89614c45b0cfc7637ed33b27b065d48d.jpg,278,278,circular_alopecia,187,136,229,170
keratosis_00000584_jpg.rf.8970dfe688db7e9b0a235f186bda3a40.jpg,274,274,keratosis,28,71,274,168
circular_alopecia_00000507_jpg.rf.899341c08a10bd9486fb8b2ab7e68c14.jpg,300,300,circular_alopecia,127,6,155,45
keratosis_00000284_jpg.rf.89933078dd6e21283cf34706a8e58f84.jpg,300,300,keratosis,108,91,276,181
keratosis_00000338_jpg.rf.897cc5f6e1c3e9ffabfd7f747b941131.jpg,282,282,keratosis,6,68,194,282
keratosis_00000718_jpg.rf.894da2be6bda9d738a3b0cadf17b0acd.jpg,300,300,keratosis,128,175,153,209
nasal_discharge_00000240_jpg.rf.8975e8a66058906eeb80b8281366d5af.jpg,298,298,nasal_discharge,169,169,222,232
nasal_discharge_00000704_jpg.rf.8955724c72b3b149f900ad1be75fd174.jpg,300,300,nasal_discharge,84,112,116,151
nasal_discharge_00000582_jpg.rf.896c59ed4852def2b7ccff4b67cefd36.jpg,290,290,nasal_discharge,29,106,103,154
nasal_discharge_00000228_jpg.rf.89947ec3af6d5abc9878ca68ec0ea0fe.jpg,270,270,nasal_discharge,113,258,151,268
skin_lesions_00000599_jpg.rf.89953c5419a4913c3c8c655c73e8b541.jpg,276,276,skin_lesions,114,92,198,210
nasal_discharge_00000790_jpg.rf.899691fdf041a780f4604ce08e76b5b9.jpg,294,294,nasal_discharge,113,111,143,141
circular_alopecia_00000239_jpg.rf.89851d36eb14479a2700a35b17bf7256.jpg,278,278,circular_alopecia,143,177,172,222
